[2026-07-30 20:35:04] Buyuk koÅŸum basliyor: 780 hasta x 2 doz = 1560 trajectory hedefi (40dk pencere, 6 process)
  [628/1560] trajectory_id=627 hasta=313 doz=1.000 -> 17 kare, truncated=False
  [629/1560] trajectory_id=628 hasta=314 doz=0.100 -> 17 kare, truncated=False
  [630/1560] trajectory_id=629 hasta=314 doz=1.000 -> 17 kare, truncated=False
  [631/1560] trajectory_id=630 hasta=315 doz=0.100 -> 17 kare, truncated=False
  [632/1560] trajectory_id=631 hasta=315 doz=1.000 -> 17 kare, truncated=False
  [633/1560] trajectory_id=632 hasta=316 doz=0.100 -> 17 kare, truncated=False
  [634/1560] trajectory_id=633 hasta=316 doz=1.000 -> 17 kare, truncated=False
  [635/1560] trajectory_id=634 hasta=317 doz=0.100 -> 17 kare, truncated=False
  [636/1560] trajectory_id=635 hasta=317 doz=1.000 -> 17 kare, truncated=False
  [637/1560] trajectory_id=636 hasta=318 doz=0.100 -> 17 kare, truncated=False
  [638/1560] trajectory_id=637 hasta=318 doz=1.000 -> 17 kare, truncated=False
  [639/1560] trajectory_id=638 hasta=319 doz=0.100 -> 17 kare, truncated=False
  [640/1560] trajectory_id=639 hasta=319 doz=1.000 -> 17 kare, truncated=False
  [641/1560] trajectory_id=640 hasta=320 doz=0.100 -> 17 kare, truncated=False
  [642/1560] trajectory_id=641 hasta=320 doz=1.000 -> 17 kare, truncated=False
  [643/1560] trajectory_id=642 hasta=321 doz=0.100 -> 17 kare, truncated=False
  [644/1560] trajectory_id=643 hasta=321 doz=1.000 -> 17 kare, truncated=False
  [645/1560] trajectory_id=644 hasta=322 doz=0.100 -> 17 kare, truncated=False
  [646/1560] trajectory_id=645 hasta=322 doz=1.000 -> 17 kare, truncated=False
  [647/1560] trajectory_id=646 hasta=323 doz=0.100 -> 17 kare, truncated=False
  [648/1560] trajectory_id=647 hasta=323 doz=1.000 -> 17 kare, truncated=False
  [649/1560] trajectory_id=648 hasta=324 doz=0.100 -> 17 kare, truncated=False
  [650/1560] trajectory_id=649 hasta=324 doz=1.000 -> 17 kare, truncated=False
[2026-07-30 23:23:16] 650/1560 trajectory tamamlandý (geçen süre 168.2 dk, tahmini kalan süre 235.5 dk)
  [651/1560] trajectory_id=650 hasta=325 doz=0.100 -> 17 kare, truncated=False
  [652/1560] trajectory_id=651 hasta=325 doz=1.000 -> 17 kare, truncated=False
  [653/1560] trajectory_id=652 hasta=326 doz=0.100 -> 17 kare, truncated=False
  [654/1560] trajectory_id=653 hasta=326 doz=1.000 -> 17 kare, truncated=False
  [655/1560] trajectory_id=654 hasta=327 doz=0.100 -> 17 kare, truncated=False
  [656/1560] trajectory_id=655 hasta=327 doz=1.000 -> 17 kare, truncated=False
  [657/1560] trajectory_id=656 hasta=328 doz=0.100 -> 17 kare, truncated=False
  [658/1560] trajectory_id=657 hasta=328 doz=1.000 -> 17 kare, truncated=False
  [659/1560] trajectory_id=658 hasta=329 doz=0.100 -> 17 kare, truncated=False
  [660/1560] trajectory_id=659 hasta=329 doz=1.000 -> 17 kare, truncated=False
  [661/1560] trajectory_id=660 hasta=330 doz=0.100 -> 17 kare, truncated=False
  [662/1560] trajectory_id=661 hasta=330 doz=1.000 -> 17 kare, truncated=False
  [663/1560] trajectory_id=662 hasta=331 doz=0.100 -> 17 kare, truncated=False
  [664/1560] trajectory_id=663 hasta=331 doz=1.000 -> 17 kare, truncated=False
  [665/1560] trajectory_id=664 hasta=332 doz=0.100 -> 17 kare, truncated=False
  [666/1560] trajectory_id=665 hasta=332 doz=1.000 -> 17 kare, truncated=False
  [667/1560] trajectory_id=666 hasta=333 doz=0.100 -> 17 kare, truncated=False
  [668/1560] trajectory_id=667 hasta=333 doz=1.000 -> 17 kare, truncated=False
  [669/1560] trajectory_id=668 hasta=334 doz=0.100 -> 17 kare, truncated=False
  [670/1560] trajectory_id=669 hasta=334 doz=1.000 -> 17 kare, truncated=False
  [671/1560] trajectory_id=670 hasta=335 doz=0.100 -> 17 kare, truncated=False
  [672/1560] trajectory_id=671 hasta=335 doz=1.000 -> 17 kare, truncated=False
  [673/1560] trajectory_id=672 hasta=336 doz=0.100 -> 17 kare, truncated=False
  [674/1560] trajectory_id=673 hasta=336 doz=1.000 -> 17 kare, truncated=False
  [675/1560] trajectory_id=674 hasta=337 doz=0.100 -> 17 kare, truncated=False
  [676/1560] trajectory_id=675 hasta=337 doz=1.000 -> 17 kare, truncated=False
  [677/1560] trajectory_id=676 hasta=338 doz=0.100 -> 17 kare, truncated=False
  [678/1560] trajectory_id=677 hasta=338 doz=1.000 -> 17 kare, truncated=False
  [679/1560] trajectory_id=678 hasta=339 doz=0.100 -> 17 kare, truncated=False
  [680/1560] trajectory_id=679 hasta=339 doz=1.000 -> 17 kare, truncated=False
  [681/1560] trajectory_id=680 hasta=340 doz=0.100 -> 17 kare, truncated=False
  [682/1560] trajectory_id=681 hasta=340 doz=1.000 -> 17 kare, truncated=False
  [683/1560] trajectory_id=682 hasta=341 doz=0.100 -> 17 kare, truncated=False
  [684/1560] trajectory_id=683 hasta=341 doz=1.000 -> 17 kare, truncated=False
  [685/1560] trajectory_id=684 hasta=342 doz=0.100 -> 17 kare, truncated=False
  [686/1560] trajectory_id=685 hasta=342 doz=1.000 -> 17 kare, truncated=False
  [687/1560] trajectory_id=686 hasta=343 doz=0.100 -> 17 kare, truncated=False
  [688/1560] trajectory_id=687 hasta=343 doz=1.000 -> 17 kare, truncated=False
  [689/1560] trajectory_id=688 hasta=344 doz=0.100 -> 17 kare, truncated=False
  [690/1560] trajectory_id=689 hasta=344 doz=1.000 -> 17 kare, truncated=False
  [691/1560] trajectory_id=690 hasta=345 doz=0.100 -> 17 kare, truncated=False
  [692/1560] trajectory_id=691 hasta=345 doz=1.000 -> 17 kare, truncated=False
  [693/1560] trajectory_id=692 hasta=346 doz=0.100 -> 17 kare, truncated=False
  [694/1560] trajectory_id=693 hasta=346 doz=1.000 -> 17 kare, truncated=False
  [695/1560] trajectory_id=694 hasta=347 doz=0.100 -> 17 kare, truncated=False
  [696/1560] trajectory_id=695 hasta=347 doz=1.000 -> 17 kare, truncated=False
  [697/1560] trajectory_id=696 hasta=348 doz=0.100 -> 17 kare, truncated=False
  [698/1560] trajectory_id=697 hasta=348 doz=1.000 -> 17 kare, truncated=False
  [699/1560] trajectory_id=699 hasta=349 doz=1.000 -> 17 kare, truncated=False
  [700/1560] trajectory_id=698 hasta=349 doz=0.100 -> 17 kare, truncated=False
[2026-07-30 23:36:09] 700/1560 trajectory tamamlandý (geçen süre 181.1 dk, tahmini kalan süre 222.4 dk)
  [701/1560] trajectory_id=700 hasta=350 doz=0.100 -> 17 kare, truncated=False
  [702/1560] trajectory_id=701 hasta=350 doz=1.000 -> 17 kare, truncated=False
  [703/1560] trajectory_id=702 hasta=351 doz=0.100 -> 17 kare, truncated=False
  [704/1560] trajectory_id=703 hasta=351 doz=1.000 -> 17 kare, truncated=False
  [705/1560] trajectory_id=704 hasta=352 doz=0.100 -> 17 kare, truncated=False
  [706/1560] trajectory_id=705 hasta=352 doz=1.000 -> 17 kare, truncated=False
  [707/1560] trajectory_id=706 hasta=353 doz=0.100 -> 17 kare, truncated=False
  [708/1560] trajectory_id=707 hasta=353 doz=1.000 -> 17 kare, truncated=False
  [709/1560] trajectory_id=709 hasta=354 doz=1.000 -> 17 kare, truncated=False
  [710/1560] trajectory_id=708 hasta=354 doz=0.100 -> 17 kare, truncated=False
  [711/1560] trajectory_id=710 hasta=355 doz=0.100 -> 17 kare, truncated=False
  [712/1560] trajectory_id=711 hasta=355 doz=1.000 -> 17 kare, truncated=False
  [713/1560] trajectory_id=712 hasta=356 doz=0.100 -> 17 kare, truncated=False
  [714/1560] trajectory_id=713 hasta=356 doz=1.000 -> 17 kare, truncated=False
  [715/1560] trajectory_id=714 hasta=357 doz=0.100 -> 17 kare, truncated=False
  [716/1560] trajectory_id=716 hasta=358 doz=0.100 -> 17 kare, truncated=False
  [717/1560] trajectory_id=717 hasta=358 doz=1.000 -> 17 kare, truncated=False
  [718/1560] trajectory_id=715 hasta=357 doz=1.000 -> 17 kare, truncated=False
  [719/1560] trajectory_id=718 hasta=359 doz=0.100 -> 17 kare, truncated=False
  [720/1560] trajectory_id=719 hasta=359 doz=1.000 -> 17 kare, truncated=False
  [721/1560] trajectory_id=720 hasta=360 doz=0.100 -> 17 kare, truncated=False
  [722/1560] trajectory_id=721 hasta=360 doz=1.000 -> 17 kare, truncated=False
  [723/1560] trajectory_id=722 hasta=361 doz=0.100 -> 17 kare, truncated=False
  [724/1560] trajectory_id=723 hasta=361 doz=1.000 -> 17 kare, truncated=False
  [725/1560] trajectory_id=724 hasta=362 doz=0.100 -> 17 kare, truncated=False
  [726/1560] trajectory_id=725 hasta=362 doz=1.000 -> 17 kare, truncated=False
  [727/1560] trajectory_id=726 hasta=363 doz=0.100 -> 17 kare, truncated=False
  [728/1560] trajectory_id=727 hasta=363 doz=1.000 -> 17 kare, truncated=False
  [729/1560] trajectory_id=728 hasta=364 doz=0.100 -> 17 kare, truncated=False
  [730/1560] trajectory_id=729 hasta=364 doz=1.000 -> 17 kare, truncated=False
  [731/1560] trajectory_id=730 hasta=365 doz=0.100 -> 17 kare, truncated=False
  [732/1560] trajectory_id=731 hasta=365 doz=1.000 -> 17 kare, truncated=False
  [733/1560] trajectory_id=732 hasta=366 doz=0.100 -> 17 kare, truncated=False
  [734/1560] trajectory_id=733 hasta=366 doz=1.000 -> 17 kare, truncated=False
  [735/1560] trajectory_id=735 hasta=367 doz=1.000 -> 17 kare, truncated=False
  [736/1560] trajectory_id=734 hasta=367 doz=0.100 -> 17 kare, truncated=False
  [737/1560] trajectory_id=736 hasta=368 doz=0.100 -> 17 kare, truncated=False
  [738/1560] trajectory_id=737 hasta=368 doz=1.000 -> 17 kare, truncated=False
  [739/1560] trajectory_id=738 hasta=369 doz=0.100 -> 17 kare, truncated=False
  [740/1560] trajectory_id=739 hasta=369 doz=1.000 -> 17 kare, truncated=False
  [741/1560] trajectory_id=740 hasta=370 doz=0.100 -> 17 kare, truncated=False
  [742/1560] trajectory_id=741 hasta=370 doz=1.000 -> 17 kare, truncated=False
  [743/1560] trajectory_id=742 hasta=371 doz=0.100 -> 17 kare, truncated=False
  [744/1560] trajectory_id=743 hasta=371 doz=1.000 -> 17 kare, truncated=False
  [745/1560] trajectory_id=744 hasta=372 doz=0.100 -> 17 kare, truncated=False
  [746/1560] trajectory_id=746 hasta=373 doz=0.100 -> 17 kare, truncated=False
  [747/1560] trajectory_id=747 hasta=373 doz=1.000 -> 17 kare, truncated=False
  [748/1560] trajectory_id=745 hasta=372 doz=1.000 -> 17 kare, truncated=False
  [749/1560] trajectory_id=748 hasta=374 doz=0.100 -> 17 kare, truncated=False
  [750/1560] trajectory_id=749 hasta=374 doz=1.000 -> 17 kare, truncated=False
[2026-07-30 23:49:35] 750/1560 trajectory tamamlandý (geçen süre 194.5 dk, tahmini kalan süre 210.1 dk)
  [751/1560] trajectory_id=750 hasta=375 doz=0.100 -> 17 kare, truncated=False
  [752/1560] trajectory_id=752 hasta=376 doz=0.100 -> 17 kare, truncated=False
  [753/1560] trajectory_id=751 hasta=375 doz=1.000 -> 17 kare, truncated=False
  [754/1560] trajectory_id=753 hasta=376 doz=1.000 -> 17 kare, truncated=False
  [755/1560] trajectory_id=754 hasta=377 doz=0.100 -> 17 kare, truncated=False
  [756/1560] trajectory_id=755 hasta=377 doz=1.000 -> 17 kare, truncated=False
  [757/1560] trajectory_id=756 hasta=378 doz=0.100 -> 17 kare, truncated=False
  [758/1560] trajectory_id=757 hasta=378 doz=1.000 -> 17 kare, truncated=False
  [759/1560] trajectory_id=758 hasta=379 doz=0.100 -> 17 kare, truncated=False
  [760/1560] trajectory_id=759 hasta=379 doz=1.000 -> 17 kare, truncated=False
  [761/1560] trajectory_id=760 hasta=380 doz=0.100 -> 17 kare, truncated=False
  [762/1560] trajectory_id=761 hasta=380 doz=1.000 -> 17 kare, truncated=False
  [763/1560] trajectory_id=762 hasta=381 doz=0.100 -> 17 kare, truncated=False
  [764/1560] trajectory_id=764 hasta=382 doz=0.100 -> 17 kare, truncated=False
  [765/1560] trajectory_id=763 hasta=381 doz=1.000 -> 17 kare, truncated=False
  [766/1560] trajectory_id=765 hasta=382 doz=1.000 -> 17 kare, truncated=False
  [767/1560] trajectory_id=766 hasta=383 doz=0.100 -> 17 kare, truncated=False
  [768/1560] trajectory_id=767 hasta=383 doz=1.000 -> 17 kare, truncated=False
  [769/1560] trajectory_id=768 hasta=384 doz=0.100 -> 17 kare, truncated=False
  [770/1560] trajectory_id=769 hasta=384 doz=1.000 -> 17 kare, truncated=False
  [771/1560] trajectory_id=770 hasta=385 doz=0.100 -> 17 kare, truncated=False
  [772/1560] trajectory_id=771 hasta=385 doz=1.000 -> 17 kare, truncated=False
  [773/1560] trajectory_id=772 hasta=386 doz=0.100 -> 17 kare, truncated=False
  [774/1560] trajectory_id=773 hasta=386 doz=1.000 -> 17 kare, truncated=False
  [775/1560] trajectory_id=774 hasta=387 doz=0.100 -> 17 kare, truncated=False
  [776/1560] trajectory_id=776 hasta=388 doz=0.100 -> 17 kare, truncated=False
  [777/1560] trajectory_id=775 hasta=387 doz=1.000 -> 17 kare, truncated=False
  [778/1560] trajectory_id=777 hasta=388 doz=1.000 -> 17 kare, truncated=False
  [779/1560] trajectory_id=778 hasta=389 doz=0.100 -> 17 kare, truncated=False
  [780/1560] trajectory_id=779 hasta=389 doz=1.000 -> 17 kare, truncated=False
  [781/1560] trajectory_id=780 hasta=390 doz=0.100 -> 17 kare, truncated=False
  [782/1560] trajectory_id=782 hasta=391 doz=0.100 -> 17 kare, truncated=False
  [783/1560] trajectory_id=781 hasta=390 doz=1.000 -> 17 kare, truncated=False
  [784/1560] trajectory_id=783 hasta=391 doz=1.000 -> 17 kare, truncated=False
  [785/1560] trajectory_id=784 hasta=392 doz=0.100 -> 17 kare, truncated=False
  [786/1560] trajectory_id=785 hasta=392 doz=1.000 -> 17 kare, truncated=False
  [787/1560] trajectory_id=786 hasta=393 doz=0.100 -> 17 kare, truncated=False
  [788/1560] trajectory_id=787 hasta=393 doz=1.000 -> 17 kare, truncated=False
  [789/1560] trajectory_id=788 hasta=394 doz=0.100 -> 17 kare, truncated=False
  [790/1560] trajectory_id=789 hasta=394 doz=1.000 -> 17 kare, truncated=False
  [791/1560] trajectory_id=790 hasta=395 doz=0.100 -> 17 kare, truncated=False
  [792/1560] trajectory_id=791 hasta=395 doz=1.000 -> 17 kare, truncated=False
  [793/1560] trajectory_id=792 hasta=396 doz=0.100 -> 17 kare, truncated=False
  [794/1560] trajectory_id=793 hasta=396 doz=1.000 -> 17 kare, truncated=False
  [795/1560] trajectory_id=794 hasta=397 doz=0.100 -> 17 kare, truncated=False
  [796/1560] trajectory_id=795 hasta=397 doz=1.000 -> 17 kare, truncated=False
  [797/1560] trajectory_id=796 hasta=398 doz=0.100 -> 17 kare, truncated=False
  [798/1560] trajectory_id=797 hasta=398 doz=1.000 -> 17 kare, truncated=False
  [799/1560] trajectory_id=798 hasta=399 doz=0.100 -> 17 kare, truncated=False
  [800/1560] trajectory_id=800 hasta=400 doz=0.100 -> 17 kare, truncated=False
[2026-07-31 00:02:03] 800/1560 trajectory tamamlandý (geçen süre 207.0 dk, tahmini kalan süre 196.6 dk)
  [801/1560] trajectory_id=799 hasta=399 doz=1.000 -> 17 kare, truncated=False
  [802/1560] trajectory_id=801 hasta=400 doz=1.000 -> 17 kare, truncated=False
  [803/1560] trajectory_id=802 hasta=401 doz=0.100 -> 17 kare, truncated=False
  [804/1560] trajectory_id=803 hasta=401 doz=1.000 -> 17 kare, truncated=False
  [805/1560] trajectory_id=804 hasta=402 doz=0.100 -> 17 kare, truncated=False
  [806/1560] trajectory_id=805 hasta=402 doz=1.000 -> 17 kare, truncated=False
  [807/1560] trajectory_id=806 hasta=403 doz=0.100 -> 17 kare, truncated=False
  [808/1560] trajectory_id=807 hasta=403 doz=1.000 -> 17 kare, truncated=False
  [809/1560] trajectory_id=808 hasta=404 doz=0.100 -> 17 kare, truncated=False
  [810/1560] trajectory_id=809 hasta=404 doz=1.000 -> 17 kare, truncated=False
  [811/1560] trajectory_id=810 hasta=405 doz=0.100 -> 17 kare, truncated=False
  [812/1560] trajectory_id=811 hasta=405 doz=1.000 -> 17 kare, truncated=False
  [813/1560] trajectory_id=813 hasta=406 doz=1.000 -> 17 kare, truncated=False
  [814/1560] trajectory_id=812 hasta=406 doz=0.100 -> 17 kare, truncated=False
  [815/1560] trajectory_id=814 hasta=407 doz=0.100 -> 17 kare, truncated=False
  [816/1560] trajectory_id=815 hasta=407 doz=1.000 -> 17 kare, truncated=False
  [817/1560] trajectory_id=816 hasta=408 doz=0.100 -> 17 kare, truncated=False
  [818/1560] trajectory_id=817 hasta=408 doz=1.000 -> 17 kare, truncated=False
  [819/1560] trajectory_id=818 hasta=409 doz=0.100 -> 17 kare, truncated=False
  [820/1560] trajectory_id=819 hasta=409 doz=1.000 -> 17 kare, truncated=False
  [821/1560] trajectory_id=820 hasta=410 doz=0.100 -> 17 kare, truncated=False
  [822/1560] trajectory_id=821 hasta=410 doz=1.000 -> 17 kare, truncated=False
  [823/1560] trajectory_id=822 hasta=411 doz=0.100 -> 17 kare, truncated=False
  [824/1560] trajectory_id=823 hasta=411 doz=1.000 -> 17 kare, truncated=False
  [825/1560] trajectory_id=824 hasta=412 doz=0.100 -> 17 kare, truncated=False
  [826/1560] trajectory_id=825 hasta=412 doz=1.000 -> 17 kare, truncated=False
  [827/1560] trajectory_id=826 hasta=413 doz=0.100 -> 17 kare, truncated=False
  [828/1560] trajectory_id=827 hasta=413 doz=1.000 -> 17 kare, truncated=False
  [829/1560] trajectory_id=828 hasta=414 doz=0.100 -> 17 kare, truncated=False
  [830/1560] trajectory_id=829 hasta=414 doz=1.000 -> 17 kare, truncated=False
  [831/1560] trajectory_id=830 hasta=415 doz=0.100 -> 17 kare, truncated=False
  [832/1560] trajectory_id=831 hasta=415 doz=1.000 -> 17 kare, truncated=False
  [833/1560] trajectory_id=832 hasta=416 doz=0.100 -> 17 kare, truncated=False
  [834/1560] trajectory_id=833 hasta=416 doz=1.000 -> 17 kare, truncated=False
  [835/1560] trajectory_id=834 hasta=417 doz=0.100 -> 17 kare, truncated=False
  [836/1560] trajectory_id=835 hasta=417 doz=1.000 -> 17 kare, truncated=False
  [837/1560] trajectory_id=836 hasta=418 doz=0.100 -> 17 kare, truncated=False
  [838/1560] trajectory_id=838 hasta=419 doz=0.100 -> 17 kare, truncated=False
  [839/1560] trajectory_id=837 hasta=418 doz=1.000 -> 17 kare, truncated=False
  [840/1560] trajectory_id=839 hasta=419 doz=1.000 -> 17 kare, truncated=False
  [841/1560] trajectory_id=840 hasta=420 doz=0.100 -> 17 kare, truncated=False
  [842/1560] trajectory_id=841 hasta=420 doz=1.000 -> 17 kare, truncated=False
  [843/1560] trajectory_id=842 hasta=421 doz=0.100 -> 17 kare, truncated=False
  [844/1560] trajectory_id=844 hasta=422 doz=0.100 -> 17 kare, truncated=False
  [845/1560] trajectory_id=843 hasta=421 doz=1.000 -> 17 kare, truncated=False
  [846/1560] trajectory_id=845 hasta=422 doz=1.000 -> 17 kare, truncated=False
  [847/1560] trajectory_id=846 hasta=423 doz=0.100 -> 17 kare, truncated=False
  [848/1560] trajectory_id=847 hasta=423 doz=1.000 -> 17 kare, truncated=False
  [849/1560] trajectory_id=848 hasta=424 doz=0.100 -> 17 kare, truncated=False
  [850/1560] trajectory_id=850 hasta=425 doz=0.100 -> 17 kare, truncated=False
[2026-07-31 00:13:43] 850/1560 trajectory tamamlandý (geçen süre 218.6 dk, tahmini kalan süre 182.6 dk)
  [851/1560] trajectory_id=849 hasta=424 doz=1.000 -> 17 kare, truncated=False
  [852/1560] trajectory_id=852 hasta=426 doz=0.100 -> 17 kare, truncated=False
  [853/1560] trajectory_id=851 hasta=425 doz=1.000 -> 17 kare, truncated=False
  [854/1560] trajectory_id=853 hasta=426 doz=1.000 -> 17 kare, truncated=False
  [855/1560] trajectory_id=854 hasta=427 doz=0.100 -> 17 kare, truncated=False
  [856/1560] trajectory_id=855 hasta=427 doz=1.000 -> 17 kare, truncated=False
  [857/1560] trajectory_id=856 hasta=428 doz=0.100 -> 17 kare, truncated=False
  [858/1560] trajectory_id=858 hasta=429 doz=0.100 -> 17 kare, truncated=False
  [859/1560] trajectory_id=857 hasta=428 doz=1.000 -> 17 kare, truncated=False
  [860/1560] trajectory_id=859 hasta=429 doz=1.000 -> 17 kare, truncated=False
  [861/1560] trajectory_id=860 hasta=430 doz=0.100 -> 17 kare, truncated=False
  [862/1560] trajectory_id=861 hasta=430 doz=1.000 -> 17 kare, truncated=False
  [863/1560] trajectory_id=862 hasta=431 doz=0.100 -> 17 kare, truncated=False
  [864/1560] trajectory_id=864 hasta=432 doz=0.100 -> 17 kare, truncated=False
  [865/1560] trajectory_id=863 hasta=431 doz=1.000 -> 17 kare, truncated=False
  [866/1560] trajectory_id=865 hasta=432 doz=1.000 -> 17 kare, truncated=False
  [867/1560] trajectory_id=866 hasta=433 doz=0.100 -> 17 kare, truncated=False
  [868/1560] trajectory_id=867 hasta=433 doz=1.000 -> 17 kare, truncated=False
  [869/1560] trajectory_id=868 hasta=434 doz=0.100 -> 17 kare, truncated=False
  [870/1560] trajectory_id=869 hasta=434 doz=1.000 -> 17 kare, truncated=False
  [871/1560] trajectory_id=870 hasta=435 doz=0.100 -> 17 kare, truncated=False
  [872/1560] trajectory_id=871 hasta=435 doz=1.000 -> 17 kare, truncated=False
  [873/1560] trajectory_id=872 hasta=436 doz=0.100 -> 17 kare, truncated=False
  [874/1560] trajectory_id=873 hasta=436 doz=1.000 -> 17 kare, truncated=False
  [875/1560] trajectory_id=874 hasta=437 doz=0.100 -> 17 kare, truncated=False
  [876/1560] trajectory_id=875 hasta=437 doz=1.000 -> 17 kare, truncated=False
  [877/1560] trajectory_id=878 hasta=439 doz=0.100 -> 17 kare, truncated=False
  [878/1560] trajectory_id=876 hasta=438 doz=0.100 -> 17 kare, truncated=False
  [879/1560] trajectory_id=877 hasta=438 doz=1.000 -> 17 kare, truncated=False
  [880/1560] trajectory_id=879 hasta=439 doz=1.000 -> 17 kare, truncated=False
  [881/1560] trajectory_id=880 hasta=440 doz=0.100 -> 17 kare, truncated=False
  [882/1560] trajectory_id=881 hasta=440 doz=1.000 -> 17 kare, truncated=False
  [883/1560] trajectory_id=883 hasta=441 doz=1.000 -> 17 kare, truncated=False
  [884/1560] trajectory_id=882 hasta=441 doz=0.100 -> 17 kare, truncated=False
  [885/1560] trajectory_id=884 hasta=442 doz=0.100 -> 17 kare, truncated=False
  [886/1560] trajectory_id=885 hasta=442 doz=1.000 -> 17 kare, truncated=False
  [887/1560] trajectory_id=886 hasta=443 doz=0.100 -> 17 kare, truncated=False
  [888/1560] trajectory_id=887 hasta=443 doz=1.000 -> 17 kare, truncated=False
  [889/1560] trajectory_id=889 hasta=444 doz=1.000 -> 17 kare, truncated=False
  [890/1560] trajectory_id=888 hasta=444 doz=0.100 -> 17 kare, truncated=False
  [891/1560] trajectory_id=890 hasta=445 doz=0.100 -> 17 kare, truncated=False
  [892/1560] trajectory_id=891 hasta=445 doz=1.000 -> 17 kare, truncated=False
  [893/1560] trajectory_id=892 hasta=446 doz=0.100 -> 17 kare, truncated=False
  [894/1560] trajectory_id=893 hasta=446 doz=1.000 -> 17 kare, truncated=False
  [895/1560] trajectory_id=894 hasta=447 doz=0.100 -> 17 kare, truncated=False
  [896/1560] trajectory_id=895 hasta=447 doz=1.000 -> 17 kare, truncated=False
  [897/1560] trajectory_id=896 hasta=448 doz=0.100 -> 17 kare, truncated=False
  [898/1560] trajectory_id=897 hasta=448 doz=1.000 -> 17 kare, truncated=False
  [899/1560] trajectory_id=898 hasta=449 doz=0.100 -> 17 kare, truncated=False
  [900/1560] trajectory_id=899 hasta=449 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 00:25:01] 900/1560 trajectory tamamlandý (geçen süre 229.9 dk, tahmini kalan süre 168.6 dk)
  [901/1560] trajectory_id=900 hasta=450 doz=0.100 -> 17 kare, truncated=False
  [902/1560] trajectory_id=901 hasta=450 doz=1.000 -> 17 kare, truncated=False
  [903/1560] trajectory_id=902 hasta=451 doz=0.100 -> 17 kare, truncated=False
  [904/1560] trajectory_id=903 hasta=451 doz=1.000 -> 17 kare, truncated=False
  [905/1560] trajectory_id=905 hasta=452 doz=1.000 -> 17 kare, truncated=False
  [906/1560] trajectory_id=904 hasta=452 doz=0.100 -> 17 kare, truncated=False
  [907/1560] trajectory_id=906 hasta=453 doz=0.100 -> 17 kare, truncated=False
  [908/1560] trajectory_id=907 hasta=453 doz=1.000 -> 17 kare, truncated=False
  [909/1560] trajectory_id=908 hasta=454 doz=0.100 -> 17 kare, truncated=False
  [910/1560] trajectory_id=909 hasta=454 doz=1.000 -> 17 kare, truncated=False
  [911/1560] trajectory_id=910 hasta=455 doz=0.100 -> 17 kare, truncated=False
  [912/1560] trajectory_id=912 hasta=456 doz=0.100 -> 17 kare, truncated=False
  [913/1560] trajectory_id=911 hasta=455 doz=1.000 -> 17 kare, truncated=False
  [914/1560] trajectory_id=913 hasta=456 doz=1.000 -> 17 kare, truncated=False
  [915/1560] trajectory_id=914 hasta=457 doz=0.100 -> 17 kare, truncated=False
  [916/1560] trajectory_id=915 hasta=457 doz=1.000 -> 17 kare, truncated=False
  [917/1560] trajectory_id=917 hasta=458 doz=1.000 -> 17 kare, truncated=False
  [918/1560] trajectory_id=916 hasta=458 doz=0.100 -> 17 kare, truncated=False
  [919/1560] trajectory_id=919 hasta=459 doz=1.000 -> 17 kare, truncated=False
  [920/1560] trajectory_id=920 hasta=460 doz=0.100 -> 17 kare, truncated=False
  [921/1560] trajectory_id=918 hasta=459 doz=0.100 -> 17 kare, truncated=False
  [922/1560] trajectory_id=921 hasta=460 doz=1.000 -> 17 kare, truncated=False
  [923/1560] trajectory_id=922 hasta=461 doz=0.100 -> 17 kare, truncated=False
  [924/1560] trajectory_id=923 hasta=461 doz=1.000 -> 17 kare, truncated=False
  [925/1560] trajectory_id=924 hasta=462 doz=0.100 -> 17 kare, truncated=False
  [926/1560] trajectory_id=925 hasta=462 doz=1.000 -> 17 kare, truncated=False
  [927/1560] trajectory_id=926 hasta=463 doz=0.100 -> 17 kare, truncated=False
  [928/1560] trajectory_id=927 hasta=463 doz=1.000 -> 17 kare, truncated=False
  [929/1560] trajectory_id=928 hasta=464 doz=0.100 -> 17 kare, truncated=False
  [930/1560] trajectory_id=929 hasta=464 doz=1.000 -> 17 kare, truncated=False
  [931/1560] trajectory_id=930 hasta=465 doz=0.100 -> 17 kare, truncated=False
  [932/1560] trajectory_id=932 hasta=466 doz=0.100 -> 17 kare, truncated=False
  [933/1560] trajectory_id=931 hasta=465 doz=1.000 -> 17 kare, truncated=False
  [934/1560] trajectory_id=933 hasta=466 doz=1.000 -> 17 kare, truncated=False
  [935/1560] trajectory_id=934 hasta=467 doz=0.100 -> 17 kare, truncated=False
  [936/1560] trajectory_id=935 hasta=467 doz=1.000 -> 17 kare, truncated=False
  [937/1560] trajectory_id=936 hasta=468 doz=0.100 -> 17 kare, truncated=False
  [938/1560] trajectory_id=937 hasta=468 doz=1.000 -> 17 kare, truncated=False
  [939/1560] trajectory_id=938 hasta=469 doz=0.100 -> 17 kare, truncated=False
  [940/1560] trajectory_id=939 hasta=469 doz=1.000 -> 17 kare, truncated=False
  [941/1560] trajectory_id=940 hasta=470 doz=0.100 -> 17 kare, truncated=False
  [942/1560] trajectory_id=942 hasta=471 doz=0.100 -> 17 kare, truncated=False
